artwork_id,artwork_type,artwork_title,artwork_medium,artwork_url,artwork_description
82479,dishes; kovshi,Kovsh with Miniature: The Boyar,"silver gilt, painted filigree and matte enamel",https://art.thewalters.org/detail/82479,"<p>Painted in matte enamel in a cartouche on the kovsh's ""prow"" is a boyar leaning backwards with his hands resting on the pummel of his cane. The immediate source for this composition has been identified as Konstantin Makovskii's The Boyar (1913), which was reproduced on the cover of Sol'ntse Rossii (The Sun of Russia) in March that year. Ultimately, the image is derived from the image of the old boyar, the central figure in Konstantin Makovskii's The Boyar Wedding Feast in the Seventeenth Century (1883), now in the Hillwood Museum, Washington, D.C.  An identical miniature painting is found on a slightly later Fabergé box bearing the inventory number 391831 in the Hillwood Museum (15.209). The Russian revival patterns of blossoms and geometric shapes are executed in blue, green, brown, red, black, and white painted filigree enamel against an opaque, light gray ground. Two exceptions, however, are the upper edge and end of the handle which is in painted filigree enamel over a gilt stippled ground. The numerous spirals and dots in wire filigree are associated with Rückert's productions.
Condition: The enamel on the handle shows signs of deterioration and repairs.
</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82479"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
82313,boxes (containers); tea caddies (containers),Tea Caddy with Domed Lid,"silver gilding, painted filigree enamel",https://art.thewalters.org/detail/82313,"<p>This square caddy has a domed top. Its overall decoration is in painted filigree enamel over a stippled gilt surface. On the front and obverse faces, two confronting cockerels are separated by stil moderne patterns of vines and leaves. The birds have blue backs, reddish wings, and creamy yellow breasts and stand erect. The other sides are decorated with profusions of multi-colored blossoms, predominantly in reddish orange and variations of blue, green, and yellow. Centered in the lid is a highly imaginative peacock placed within a circle. Rows of raised circles in turquoise enamel outline the contours of the caddy throughout.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82313"" rel=""external alternate main"">boxes (containers); tea caddies (containers)</a></cite>, visit art.thewalters.org.</p>"
82431,dishes; kovshi,Kovsh with Miniature: In the Terem,"silver gilding, painted matte and filigree enamel",https://art.thewalters.org/detail/82431,"<p>The kovsh is circular in form and its vertical handle is geometric-shaped. A matte cartouche shows ""In the Terem"" by Ivan Klavdii Vasil'evich Lebedev (1852-1916).  A young woman, whose unmarried status is indicated by her single braid of hair, is lounging against a table gazing wistfully towards the light. 

The surrounding painted filigree enamel decoration includes on each side three cloudberry-like blossoms and scrolling foliage rendered in brown, orange, light blue over an opaque deep blue ground.  Ample use is made of Rückert's characteristic decorative filigree spirals and hatchings. The color scheme of the handle is identical. Among the decorative motifs are leaves, checker board patterns, and triangular shapes. 
</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82431"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
82278,boxes (containers),Box with a Miniature: Warrior at the Crossroads,"silver gilding, filigree, shaded, and painted matte enamel",https://art.thewalters.org/detail/82278,"<p>The miniature on this box replicates a recurrent image in Russian enamels, Viktor Vasnetsov's popular painting,  A Vitiaz (Knight) at the Crossroads or Warrior at the Crossroads (1882). In the twilight, a bogatyr mounted on a white horse gazes across a battlefield pondering which direction to take. He has been identified as the 12th-century Kievan Rus warrior, Il'ia Muromets, who is mentioned in the byliny, the Russian folk stories. A highlight of the Fabergé box is the exceptionally fine filigree enamel. On the front face appears a stylized griffin with a darting red tongue flanked by swans. Birds with long tails are depicted on the ends of the box. A distinctive feature is the manner in which the filigree and painted enamel designs invade the painted scene on the left side and along the bottom. These patterns are executed in a silver overlay rather than in wire filigree.

</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82278"" rel=""external alternate main"">boxes (containers)</a></cite>, visit art.thewalters.org.</p>"
82292,boxes (containers),Box with Miniature: The Wedding Party,"silver with gilding, painted and champlevé enamel",https://art.thewalters.org/detail/82292,"<p>In the center of the lid, a hexagonal-shaped miniature shows in matte enamel the bride and groom, a detail based on the wedding couple in Konstantin Makovskii's A Boyar Wedding in the Seventeenth Century (1883) now in the Hillwood Museum and Gardens. Particular attention has been given to such details as the groom's ermine collar and cuffs, the bride's kokoshnik headdress and veil, and the painted decoration on the walls of the window well.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82292"" rel=""external alternate main"">boxes (containers)</a></cite>, visit art.thewalters.org.</p>"
82326,eggs,Easter Egg,"silver gilding, painted and filigree enamel",https://art.thewalters.org/detail/82326,"<p>The egg twists to open horizontally. On the exterior of the upper half of the shell, in foiled red enamel, are the widely spaced letters KhV for Khristos voskvese (Christ is risen). Flowers and tendrils in green, pink, red, and blue are enameled over a cream ground. The blossoms' anthers are accentuated by raised pellets. Large floral rosettes appear at both ends of the egg.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82326"" rel=""external alternate main"">eggs</a></cite>, visit art.thewalters.org.</p>"
82373,cups (drinking vessels),Charka,"gold, plique-à-jour enamel, sapphires",https://art.thewalters.org/detail/82373,"<p>Set in the center of the charka is a gold ten-ruble coin faced with an enameled profile bust of Catherine II. On the reverse appears the date 1766 and a quatrefoil decoration showing in its center the double-headed eagle flanked by the coats of arms of Siberia (a pair of sables); Astrakhan (crown and sword); Moscow (St. George and the Dragon); and Kazan (winged dragon).

Around the charka's top edge extends a pattern of blue scrolls and yellow circles in plique-à-jour enamel. Below, the decoration consists of foliage in red plique-à-jour enamel in a pierced gold background.  Six cabochon sapphires are affixed to the border on the exterior. The Lesser State Emblem of the Russian Empire appears on the face of the handle, which is also in pierced, plique-à-jour enamel.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82373"" rel=""external alternate main"">cups (drinking vessels)</a></cite>, visit art.thewalters.org.</p>"
82388,sugar bowls,Sugar Bowl,"silver gilding, painted filigree enamel, plastic or resin (?)",https://art.thewalters.org/detail/82388,"<p>The three pieces of this coffee service have similar decoration in Fedor Rückert's most subdued style. Highly abstract botanical motifs, including cloud berries, pine trees, and garlands, are rendered in his low-keyed palette of deep and pale olive, beige, brown, violet, deep and pale blue, and some white. To allow for the extra height of the coffee pot, an extra band of blue seed pods and olive colored leaves has been added at the bottom. Ivory rings provide insulation for the handles and top knobs.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82388"" rel=""external alternate main"">sugar bowls</a></cite>, visit art.thewalters.org.</p>"
82441,dishes; kovshi,Kovsh with Image of Tsar Mikhail,"silver gilding, painted matte and filigree enamel",https://art.thewalters.org/detail/82441,"<p>Mikhail Fydorovich, the first Romanov czar (reigned: 1613-1645), appears in the center of the bowl wearing the late 13th-early 14th century Monomakh crown. The portrait resembles one that Vassily Zuiev (1870-1917) painted in watercolor on ivory for the Tercentenary Imperial Easter Egg in 1913, now in the Kremlin Armoury in Moscow. The sides of the kovsh are enameled with brown ""mound"" shapes, alternating with strawberry-like motifs and overlapping circles in black. The remaining filigree is in pale blue with pink and blue blossoms. The flat handle is decorated with abstract floral motifs and checkerboard patterns, all in muted colors.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82441"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
82452,dishes; kovshi,"Kovsh with Miniature: Evening Walk, or Return from Matins","silver gilding, painted filigree and en plein matte enamel",https://art.thewalters.org/detail/82452,"<p>In the cartouche on the face of the kovsh, is a copy of the winter town scene by the popular watercolorist Sergei Sergeievich Solomko (1867-1928).  A young boyarina and a plump older woman are returning home from shopping. In the background, a group of boyars and a single boyarina have gathered together, chatting just inside the town gate. Their costumes have been highlighted with flicks of gilt. This composition has been identified either as Evening Walk or Return from Matins. The location of the original painting is presently unknown. 

The painted filigree decoration is in Rückert's late style with its characteristic abstract seed pods, blossoms, foliage, and gilt wire spirals. These motifs are painted in violet, black, pale blue and brown over an opaque deep green ground. In profile, the geometric-shaped handle resembles an eagle's head.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82452"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
